step,time_s,coupling_iter,disp_abs,disp_rel,load_abs,load_rel,solid_time_s,fluid_time_s,disp_max,load_guess_max,load_return_max,force_omega
1,0.008,1,0.0,0.0,0.24355071759487876,0.22360679774997896,0.020839906996116042,0.233510939986445,0.0,0.0,0.5724134772163603,0.5
1,0.008,2,4.914010395497812e-08,0.22360679774997896,0.3173180290123904,0.16182312277153127,0.053138721967116,0.26788299391046166,1.4405073331749858e-07,0.28620673860818013,1.0725477866171869,0.5
1,0.008,3,1.6445328962780172e-07,0.31883405247445085,0.8601761997544296,0.3350646789599607,0.37786252691876143,0.2735810559242964,3.387549233019791e-07,0.7602363737711723,1.4415488211895302,0.5
1,0.008,4,5.187281458612248e-07,0.28752217061473223,0.33728053270770975,0.11192133308660458,0.4552814021008089,0.29455022304318845,1.1826331844544995e-06,2.4428718057154732,1.7110960582321215,0.5
1,0.008,5,1.1878375287938362e-07,0.09331613887429799,0.1638706241839963,0.048661842025334474,0.4597075079800561,0.31544827099423856,8.345251595346528e-07,1.727451121771172,1.9169868163326662,0.5
1,0.008,6,9.804051002906408e-08,0.11747303664949371,0.404841598156095,0.11044096984275305,0.42598633002489805,0.21369764697737992,5.482197561005614e-07,1.1244855725529228,2.0825334372990065,0.5
1,0.008,7,6.024744291580637e-08,0.1062324456025898,0.705541918436733,0.17969072206656955,0.06338781502563506,0.2906891849124804,3.732612770781602e-07,0.8186235607583334,2.2206078384372514,0.5
1,0.008,8,1.637404323745578e-07,0.12624950435467683,0.2500176410866246,0.060120467011898535,0.36442227906081825,0.2694912910228595,8.50516924535614e-07,1.8739844434152069,2.3381488122434613,0.5
1,0.008,9,5.424558117850161e-09,0.0041066890386386775,0.2938799932326563,0.06730136844922792,0.10266218497417867,0.263260726002045,8.656620249817709e-07,1.9144231286667865,2.4392836841065773,0.5
1,0.008,10,1.2776771551406875e-08,0.00927426541250845,0.3058627724216341,0.06717672416894693,0.09021180495619774,0.2727599350037053,9.042618578070034e-07,2.0214383560070512,2.5268569684208337,0.5
1,0.008,11,4.8494066627863675e-09,0.003560127829322327,0.3733272941383084,0.0790918054329611,0.05456854694057256,0.28220483008772135,8.965508021455916e-07,1.9949135937009081,2.6031170144745728,0.5
1,0.008,12,2.891728030038095e-08,0.01959989230763251,0.30182203638049104,0.061977265488122504,0.015837946091778576,0.2897280890028924,9.600828956073135e-07,2.1962340342806024,2.669946810525769,0.5
1,0.008,13,1.519737100728904e-08,0.009911086050565149,0.28260711244591935,0.05647331102915525,0.08801045303698629,0.236084216972813,9.908084896245905e-07,2.2938903284923384,2.728951270706129,0.5
1,0.008,14,7.930374193331426e-08,0.06246903171568336,0.6132349833126801,0.11964913194391022,0.04389584204182029,0.284821982961148,8.525198930011879e-07,2.0896342569380786,2.7814874884997103,0.5
1,0.008,15,3.6401810755043347e-07,0.13662745939122434,0.7158112729256834,0.1367415765234527,0.4329179640626535,0.25607359898276627,1.4939241251384951e-06,3.8945032176942425,2.828678584976969,0.5
1,0.008,16,1.897201605392248e-07,0.10022390303299261,0.023453460207236796,0.004396626920252835,0.40750955999828875,0.19349705707281828,1.1612030706296622e-06,2.838634053494684,2.8714793323187706,0.5
1,0.008,17,6.154981971167018e-09,0.0032095256193697052,0.025591915695896028,0.0047168197471557215,0.09153596905525774,0.26533263991586864,1.1729249507381154e-06,2.872306631548512,2.9106336187013095,0.5
1,0.008,18,8.213369959640545e-09,0.004211754223410927,0.02000217710014134,0.0036302985786419773,0.1149854720570147,0.2855847650207579,1.187588624498243e-06,2.9182912646846324,2.9467658158146217,0.5
1,0.008,19,6.897468321887159e-09,0.0035877762140411975,0.07042298041562327,0.012602903297037194,0.08881040406413376,0.3313898489577696,1.1747770182030639e-06,2.879727744865857,2.9803729644778056,0.5
1,0.008,20,9.108169137156262e-09,0.004649389723821871,0.05723912292277301,0.010111646077787934,0.11336962901987135,0.280820996966213,1.1917268668264496e-06,2.930656310387111,3.0118527793994336,0.5
