step,time_s,coupling_iter,disp_abs,disp_rel,load_abs,load_rel,solid_time_s,fluid_time_s,disp_max,load_guess_max,load_return_max,force_omega
1,0.008,1,0.0,0.0,0.17179233691420126,0.11785113019775793,0.05863085307646543,4.761930604930967,0.0,0.0,0.43833553982405277,0.25
1,0.008,2,6.066869912837299e-07,0.11785113019775793,0.11903611384804347,0.08808850774081148,0.8047099349787459,4.436955861048773,1.7631879478156835e-06,0.10958388495601319,0.3168652758476926,0.25
1,0.008,3,2.8457718712481955e-07,0.09936500499086061,0.08325399002861729,0.06364590152238851,0.41145527991466224,4.180549702025019,8.610305480353799e-07,0.16140423267035606,0.3678617899983553,0.25
1,0.008,4,1.7046893184366112e-07,0.0437712416175453,0.07034175851190894,0.0514568492330918,0.496671500033699,3.9145194459706545,1.4057855557900627e-06,0.21301862200235255,0.3356819118508942,0.25
1,0.008,5,1.6881707763540527e-07,0.050260199855086,0.040920095820338336,0.03257793534102742,0.4743750389898196,3.912805001018569,1.0653290282673632e-06,0.24368444446185206,0.35415920396343503,0.25
1,0.008,6,1.9892311790409334e-07,0.05308446223128454,0.04751252517608091,0.03427239745757962,0.6235582759836689,4.036707322928123,1.4099526265058853e-06,0.27130313433719205,0.3344595151529576,0.25
1,0.008,7,2.4156053669594e-07,0.06935294457271406,0.024677738452505184,0.020259990766785373,0.5816855059238151,3.247819643933326,1.192558776607884e-06,0.2870922295386311,0.35299154396129456,0.25
1,0.008,8,2.957793962637784e-07,0.07608226914147843,0.042579843145290765,0.0298855337789387,0.5660591709893197,4.109554363996722,1.5232670765729484e-06,0.3035670581437389,0.32949847285987777,0.25
1,0.008,9,3.6142168142250604e-07,0.09930729816824652,0.0322718794628448,0.027357377798610468,0.4675366450101137,4.573895922978409,1.3589843237460374e-06,0.31004991181912467,0.3562657518217352,0.25
1,0.008,10,4.424811990718994e-07,0.104349011520745,0.050966564656488814,0.03413250788991433,0.2099259290844202,4.6021218879614025,1.7176438987135718e-06,0.3216038718176267,0.33813152467992147,0.25
1,0.008,11,5.411667743227101e-07,0.13522455578211914,0.05201788089462273,0.04560586451312874,0.4380693529965356,3.1770894369110465,1.6079659057804356e-06,0.3218657560709673,0.36290114263411943,0.25
1,0.008,12,6.622896132151378e-07,0.13476711151148982,0.07055294733761323,0.04386900385762651,1.1928428899263963,2.1587998390896246,2.016118582552327e-06,0.3321246027057946,0.3827630030404833,0.25
