step,time_s,coupling_iter,disp_abs,disp_rel,load_abs,load_rel,solid_time_s,fluid_time_s,disp_max,load_guess_max,load_return_max,force_omega
1,0.008,1,0.0,0.0,0.20697872025610223,0.11785113019775792,0.03289306699298322,2.0848056810209528,0.0,0.0,0.5281151123978478,0.5
1,0.008,2,1.4619290583719138e-06,0.11785113019775793,0.12868096594877587,0.0770820674440475,0.19025630503892899,2.366247261990793,4.2487655977204535e-06,0.2640575561989239,0.444418173671496,0.5
1,0.008,3,4.63314971457343e-06,0.1713118627452079,0.39664471542041146,0.12377275107386061,0.19448100007139146,1.1826004339382052,1.0375594382121728e-05,0.4189263233567991,1.284692067375813,0.5
1,0.008,4,3.7056928532811067e-06,0.37367528014510926,0.2149870095614016,0.07709031506950843,0.19835299998521805,0.9509564129402861,3.098372230220741e-06,0.4019521489906107,0.7046681232343933,0.5
1,0.008,5,1.2275571711702825e-06,0.3008762359739849,0.0019985267811237994,0.0012928555542986327,0.1320688830455765,2.42708452406805,1.2925604011833407e-06,0.4089019567300249,0.4113482726316016,0.5
1,0.008,6,1.1559202143748048e-08,0.0027995295205158017,0.0017807295358994687,0.0011519624103691316,0.09082125697750598,0.7392509479541332,1.3302763319164227e-06,0.4093398858122172,0.41134791195138576,0.5
1,0.008,7,1.1212526117916182e-08,0.0026776352852934063,0.0018210808026559602,0.0011690569636639944,0.05315242591314018,2.2636421089991927,1.368577758896907e-06,0.4096687903864704,0.4079384883364029,0.5
1,0.008,8,5.182952369566366e-09,0.001244357676907083,0.001715860993725269,0.001101510047429756,0.1032639080658555,0.7423391280462965,1.3517041218375925e-06,0.4095318204670321,0.4079386400058853,0.5
1,0.008,9,5.462620299155634e-09,0.0013185410573534197,0.0016037144818090068,0.0010295165080562209,0.09242145891766995,0.7908395980484784,1.3340898572293645e-06,0.40940082028628405,0.40793879673789923,0.5
1,0.008,10,5.113984003163028e-09,0.0012402604838768296,0.0014981322477754906,0.0009617370071629255,0.09963020100258291,0.7339185290038586,1.3177702062771054e-06,0.4092834227693386,0.40793894165885514,0.5
1,0.008,11,4.80392145621907e-09,0.0011699936419456375,0.001782846209485316,0.001153356888116085,0.08490056404843926,2.5836462980369106,1.302590567686209e-06,0.40917657823876696,0.4106927517623011,0.5
1,0.008,12,1.977385990611049e-09,0.00048095065458435293,0.0017395308309998598,0.0011253354565718308,0.07395430095493793,0.7165430079912767,1.308475420620955e-06,0.40920331184673503,0.41069270115677603,0.5
1,0.008,13,3.769312478808958e-09,0.0009141232794755382,0.0016601463735846415,0.001073980352014215,0.09336482791695744,0.7118623009882867,1.3200118885455856e-06,0.40927651594894615,0.41069259939972846,0.5
1,0.008,14,3.943993669342172e-09,0.0009535501633389106,0.0015773997525007125,0.0010204501882426168,0.11245006904937327,0.7128565510502085,1.3320611842942355e-06,0.4093547918774608,0.41069249283157166,0.5
1,0.008,15,3.826070514149048e-09,0.000922298963491944,0.0014970987897856057,0.0009685021392112493,0.08740164199844003,0.725286218104884,1.3436934778845043e-06,0.409430014240688,0.41069238992612206,0.5
1,0.008,16,3.6572003858673197e-09,0.0008791110543483712,0.001420260946015457,0.0009187944197515304,0.14663585799280554,0.7559555389452726,1.354755779971235e-06,0.4095008728524508,0.41069229208627683,0.5
1,0.008,17,3.483128325579529e-09,0.0008350358128326334,0.0019471941437343774,0.00124921160110052,0.09398560493718833,2.235878236941062,1.3652418449361184e-06,0.4095673865040012,0.4082604962196281,0.5
1,0.008,18,2.513743034947442e-09,0.0006024932465699926,0.0018935136685280787,0.0012147731766540524,0.09411164501216263,0.7475810078904033,1.3603686528178113e-06,0.4095698381242853,0.4082605373753115,0.5
1,0.008,19,3.3306952962935797e-09,0.0007988474140027981,0.0018221946713156529,0.0011690188105988994,0.07464511098805815,0.6875445800833404,1.3524662778770028e-06,0.40954422020763437,0.4082606062450922,0.5
1,0.008,20,3.4208935486474e-09,0.0008212800717693817,0.0017490268424379025,0.0011220783280641567,0.10185569198802114,0.7293834100710228,1.343945281399957e-06,0.4095103492403747,0.40826068087390643,0.5
